Date;VIX;SMB;HML;MKT;MOM;STR;RVAR;BAB;QMJ;TERM_SPREAD;CREDIT_SPREAD;10Y;3M;OIL;DOLLAR;TED;SKEW;LEVERAGE;TSMOM;MOMCM;MOMEQ;MOMFI;MOMFX;HMLD;ECU;MACVOL;BULL;NEUT;BEAR;BULL_BEAR_SPREAD;BULL_BEAR_RATIO;MOV_AVG_BULL;SP500;HURST
30/09/2021;23,14;1,24;3,87;-4,28;1,19;0,79;0,67;-2,245877064;-1,45282729;1,48;1,85;1,58;0,04;9,532846715;1,346283866;0,09;135,55;-0,15999;1,079774161;3,96068174;-3,933485751;-1,396603711;1,760646629;5,371684469;142,53;1,544856215;32,54;31,48;35,94;-3,4;0,951319542;34,0625;4307,54;0,516094614
29/10/2021;16,26;-2,99;-1,37;6,67;4,86;-1,61;-9,08;1,300490238;2,162715963;1,5;1,69;1,56;0,05;11,38211382;-0,436201403;0,08;148,09;-0,28381;6,436974989;4,430356485;8,923686144;5,068508553;10,06768393;-1,610281227;77,35;1,557477733;37,525;31,025;31,45;6,075;1,231387635;33,675;4605,38;0,461242507
30/11/2021;27,19;-3,39;-0,28;-1,82;1,61;-2,75;-7,8;0,589681696;5,281264072;1,38;1,81;1,47;0,05;-20,80890272;1,792214526;0,12;150,55;-0,24742;-11,47885447;-7,921288774;-8,660145039;-18,43938995;-13,16743782;-2,07708692;117,24;1,578580424;40,525;31,225;28,225;12,3;1,492350786;39,025;4567;0,489590619
31/12/2021;17,22;-2,6;5,27;3,49;-2,13;-0,21;-17,08;3,564820757;4,994652208;1,46;1,85;1,76;0,06;13,64460562;-0,775698731;0,15;154,38;-0,22408;5,029655075;4,10579278;12,51165707;3,363136829;3,071272934;3,645930198;132,09;1,673078306;29,78;34,92;35,32;-5,54;0,870786153;33,6875;4766,18;0,479264027
31/01/2022;24,83;-5,24;12,14;-5,74;-1,96;-4,74;-19,32;-0,42497942;3,156829671;1,57;1,93;1,93;0,24;17,20515889;0,255557974;0,05;131,44;-0,31129;5,482626693;9,309795058;-8,5521399;11,72409785;1,592771151;12,36731107;184,81;1,280148258;25,45;31,725;42,8;-17,35;0,630366826;28;4515,55;0,438515443
28/02/2022;30,15;2,61;3,26;-2,22;1,4;-3,32;-3,16;-2,055355953;-2,499660706;1,48;2,34;2,13;0,37;8,587634714;-0,25776094;0,05;137,36;-0,39367;3,916967435;6,828112533;-4,964524529;6,139565386;2,347981766;2,594411335;167,06;1,353485542;23,375;32,65;44,025;-20,65;0,543482475;24,4125;4373,94;0,48258656
31/03/2022;20,56;-1,59;-1,04;3,28;2,88;0,13;-4,02;1,994643182;-0,223159845;1,8;1,93;2,75;0,51;4,763894693;0,02827088;0,29;140,73;-0,37929;10,15523993;10,48916207;1,929049038;26,98930525;-2,579865245;-0,105824384;81,85;1,433883779;28,32;31,7;39,98;-11,66;0,759335577;26,075;4530,41;0,459885208
29/04/2022;33,4;-1,11;6,57;-9,09;3,13;-1,91;-13,25;1,565150295;5,089622384;2,04;2,05;2,9;0,83;4,397686478;3,724892844;0,28;136,69;-0,17596;5,175037467;2,234220085;-2,312454588;13,83432661;7,291394698;4,294373983;126,12;1,482069693;18,95;32,775;48,275;-29,325;0,407420708;23,375;4131,93;0,360614738
31/05/2022;26,19;-1,31;8,28;-0,12;1,79;-2,09;-2,55;0,167499858;3,36767758;1,69;2,18;3,14;1,13;9,532906677;-1,169487998;0,79;119,1;0,10093;0,360260405;0,439360549;0,332222084;2,15107846;-1,716964032;6,562936043;72,9;1,488889928;24,255;24,31;51,4575;-27,2025;0,472623983;21,6025;4132,15;0,422816169
30/06/2022;28,71;1,68;-5,12;-8,46;0,9;1,72;-4,99;2,028378546;4,705528254;1,26;2,31;2,9;1,66;-7,770122962;2,37739433;1,5;119,94;0,35103;-0,375086363;-5,198108854;-10,61784942;7,65560835;8,25311164;-1,922706547;158,37;1,5604983;22,68;27,64;49,66;-26,98;0,487638632;22,94;3785,38;0,369464129
29/07/2022;21,33;1,35;-5,55;9,24;-4,18;6,37;5,24;-2,525313612;-3,530555559;0,26;2,36;2,9;2,34;-6,751134644;0,659705586;2,27;122,29;0,40324;-5,215839337;-0,075881772;-9,106713386;-15,64438869;-1,280003796;-3,487317703;130,23;1,5373008;25,9;28,7;45,4;-19,5;0,584528434;23,125;4130,29;0,286279985
